x,y,objectid,cat1,cat2,name,city,state,post_id,zip,latitude,longitude,date_updated,point_x,point_y,program_type
-118.353271656293,33.9196427666421,72355,Health and Mental Health,Mental Health Centers,GHMET,HAWTHORNE,CA,2006696,90250,33.9196428,-118.3532716,2018/07/26 15:46:47+00,6454490.69490081,1793324.97957164,General Mental Health Resource
-118.3189700559,33.9169199667604,71655,Health and Mental Health,Mental Health Centers,SOUTH BAY MENTAL HEALTH SERVICES (MHS),HAWTHORNE,CA,1000024,90250,33.91692,-118.31897,2018/06/28 15:17:15+00,6464894.33124572,1792299.29658364,General Mental Health Resource
-118.318940056176,33.896579966965,71722,Health and Mental Health,Mental Health Centers,GARDENA SOCIAL ACTIVITY CENTER,GARDENA,CA,1000092,90249,33.89658,-118.31894,2018/06/28 16:24:24+00,6464879.94643196,1784897.10797597,General Mental Health Resource
-118.317900056237,33.9043999668584,71943,Health and Mental Health,Mental Health Centers,ASIAN AMERICAN DRUG ABUSE PROGRAM (AADAP),GARDENA,CA,1000325,90249,33.9044,-118.3179,2018/07/19 11:25:11+00,6465204.55995597,1787741.97466156,General Mental Health Resource
-118.326590055914,33.8899499669955,72075,Health and Mental Health,Mental Health Centers,JFSLA BHS,GARDENA,CA,1000462,90249,33.88995,-118.32659,2016/05/30 18:53:23+00,6462550.52983098,1782491.76173681,General Mental Health Resource
-118.303890056453,33.9028699675517,71730,Health and Mental Health,Mental Health Centers,COASTAL API FAMILY MHC OP,GARDENA,CA,1000100,90249,33.90287,-118.30389,2020/06/03 16:32:46+00,6469454.15447514,1787172.02599831,General Mental Health Resource
-118.284580056384,33.8928599668963,71952,Health and Mental Health,Mental Health Centers,ALAFIA MENTAL HEALTH INSTITUTE,GARDENA,CA,1000334,90248,33.89286,-118.28458,2018/07/20 08:15:57+00,6475303.49251397,1783512.01428948,General Mental Health Resource
-118.275926055942,33.8642179672119,71839,Health and Mental Health,Mental Health Centers,MASADA HOMES,GARDENA,CA,1000217,90248,33.864218,-118.275926,2019/05/24 08:15:11+00,6477901.26520555,1773081.21559732,General Mental Health Resource
-118.27815145657,33.8649191673038,72317,Health and Mental Health,Mental Health Centers,TESSIE CLEVELAND COMMUNITY SERVICE,GARDENA,CA,2006602,90248,33.8649192,-118.2781514,2018/07/24 10:51:22+00,6477226.3580908,1773338.26068689,General Mental Health Resource
-118.275980055914,33.8650499670225,71882,Health and Mental Health,Mental Health Centers,MASADA HOMES,GARDENA,CA,1000263,90248,33.86505,-118.27598,2016/05/30 18:53:23+00,6477885.70257264,1773384.04471606,General Mental Health Resource
-118.298360056114,33.8899699670626,72099,Health and Mental Health,Mental Health Centers,SOUTH BAY MENTAL HEALTH SERVICES WELLNESS CENTER,GARDENA,CA,1000486,90247,33.88997,-118.29836,2018/06/20 13:36:10+00,6471118.3073148,1782472.40613247,General Mental Health Resource
-118.162143556629,33.9361662675187,71751,Health and Mental Health,Mental Health Centers,LOS PADRINOS JUVENILE HALL MENTAL HEALTH UNIT,DOWNEY,CA,1000123,90242,33.9361663,-118.1621435,2020/05/26 17:13:23+00,6512486.97490539,1799189.58037522,General Mental Health Resource
-118.11643735598,33.9198464668292,72393,Health and Mental Health,Mental Health Centers,CFGC CCHS,DOWNEY,CA,2007002,90241,33.9198465,-118.1164373,2018/12/19 08:32:52+00,6526344.25362122,1793231.23074339,General Mental Health Resource
-118.134290056642,33.9375399673696,71904,Health and Mental Health,Mental Health Centers,COMMUNITY FAMILY GUIDANCE CENTER,DOWNEY,CA,1000286,90241,33.93754,-118.13429,2018/06/20 17:00:10+00,6520936.50262572,1799677.04199873,General Mental Health Resource
-118.128728656277,33.9389358676026,72378,Health and Mental Health,Mental Health Centers,CFGC DOWNEY,DOWNEY,CA,2006864,90241,33.9389359,-118.1287286,2020/05/22 17:08:38+00,6522624.07700647,1800182.83363806,General Mental Health Resource
-118.13941005618,33.9400599675878,72129,Health and Mental Health,Mental Health Centers,SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAM INC.,DOWNEY,CA,1000518,90241,33.94006,-118.13941,2016/05/30 18:53:23+00,6519384.73965314,1800596.23930731,General Mental Health Resource
-118.129000556913,33.955520767013,72066,Health and Mental Health,Mental Health Centers,PATHWAYS COMMUNITY SERVICES,DOWNEY,CA,1000452,90240,33.9555208,-118.1290005,2018/06/26 16:08:47+00,6522549.34913756,1806218.54236715,General Mental Health Resource
-118.395105556242,34.0207704665951,72265,Health and Mental Health,Mental Health Centers,"SA 5, CCMET",CULVER CITY,CA,2005942,90232,34.0207705,-118.3951055,2018/04/27 09:31:19+00,6441943.3617278,1830174.46656807,General Mental Health Resource
-118.398020055527,34.0234899669577,72179,Health and Mental Health,Mental Health Centers,EXODUS RECOVERY INC.,CULVER CITY,CA,1000570,90232,34.02349,-118.39802,2016/05/30 18:53:23+00,6441064.11807947,1831167.62370248,General Mental Health Resource
-118.407593155511,34.0153217669159,72026,Health and Mental Health,Mental Health Centers,EXODUS RECOVERY INC. OP,CULVER CITY,CA,1000410,90232,34.0153218,-118.4075931,2018/04/26 11:12:18+00,6438151.28302589,1828206.70049047,General Mental Health Resource
-118.396930056,34.0232199666714,71693,Health and Mental Health,Mental Health Centers,SOUTHERN CALIFORNIA HOSPITAL OF CULVER CITY,CULVER CITY,CA,1000062,90232,34.02322,-118.39693,2016/05/30 18:53:23+00,6441394.01505747,1831068.05992523,General Mental Health Resource
-118.398319055807,34.0222689667708,72127,Health and Mental Health,Mental Health Centers,EXODUS RECOVERY INC. WESTSIDE,CULVER CITY,CA,1000516,90232,34.022269,-118.398319,2018/04/26 17:04:54+00,6440971.75605947,1830723.63968231,General Mental Health Resource
-118.412500056229,34.0087899664623,71847,Health and Mental Health,Mental Health Centers,DIDI HIRSCH-CULVER PALMS,CULVER CITY,CA,1000226,90232,34.00879,-118.4125,2018/04/25 14:10:47+00,6436654.52486455,1825835.73213531,General Mental Health Resource
-118.39629005555,33.9980799668149,72076,Health and Mental Health,Mental Health Centers,EXCEPTIONAL CHILDREN'S  FOUNDATION,CULVER CITY,CA,1000463,90230,33.99808,-118.39629,2019/09/13 07:46:10+00,6441551.87530605,1821918.41024557,General Mental Health Resource
-118.404040055569,34.0016199672115,71666,Health and Mental Health,Mental Health Centers,DIDI HIRSCH-SEPULVEDA,CULVER CITY,CA,1000035,90230,34.00162,-118.40404,2018/03/20 13:28:50+00,6439207.98334031,1823216.03035372,General Mental Health Resource
-118.385530056359,33.9784099669895,71996,Health and Mental Health,Mental Health Centers,EMOTIONAL HEALTH ASSOCIATION-SHARE,CULVER CITY,CA,1000379,90230,33.97841,-118.38553,2018/04/25 16:21:48+00,6444785.83996671,1814747.4573959,General Mental Health Resource
-118.223343855907,33.9209948673192,72269,Health and Mental Health,Mental Health Centers,"CHILDREN''S INSTITUTE, INC - COMPTON",COMPTON,CA,2006006,90222,33.9209949,-118.2233438,2018/05/18 13:57:44+00,6493910.70792414,1793703.97684515,General Mental Health Resource
-118.236910056671,33.9159899669887,71962,Health and Mental Health,Mental Health Centers,STEP OUT,COMPTON,CA,1000344,90222,33.91599,-118.23691,2016/05/30 18:53:23+00,6489790.6124898,1791892.00737198,General Mental Health Resource
-118.238780056148,33.9213499668565,71723,Health and Mental Health,Mental Health Centers,WATTS LABOR,COMPTON,CA,1000093,90222,33.92135,-118.23878,2017/07/07 13:29:05+00,6489227.87969139,1793843.97033156,General Mental Health Resource
-118.223897356069,33.9216023669531,61811,Health and Mental Health,Mental Health Centers,Barbour & Floyd Medical Association ,Compton,CA,68278,90222,33.9216024,-118.2238973,2013/08/21 13:45:28+00,6493743.27584431,1793925.43276706,General Mental Health Resource
-118.223897356069,33.9216023669531,61813,Health and Mental Health,Mental Health Centers,Barbour & Floyd Medical Association ,Compton,CA,68278,90222,33.9216024,-118.2238973,2013/08/21 13:45:28+00,6493743.27584431,1793925.43276706,General Mental Health Resource
-118.212997856116,33.8962991675824,61835,Health and Mental Health,Mental Health Centers,Compton Mental Health Center,Compton,CA,68293,90221,33.8962992,-118.2129978,2013/09/10 15:59:16+00,6497030.50188139,1784709.84883606,General Mental Health Resource
-118.213190056735,33.8965299674412,72062,Health and Mental Health,Mental Health Centers,COMPTON MENTAL HEALTH CENTER,COMPTON,CA,1000448,90221,33.89653,-118.21319,2018/06/15 16:22:02+00,6496972.35173522,1784793.96579382,General Mental Health Resource
-118.207070056401,33.9042799675169,72081,Health and Mental Health,Mental Health Centers,SHIELDS FOR FAMILIES KAY STREET,COMPTON,CA,1000468,90221,33.90428,-118.20707,2018/05/18 09:38:18+00,6498835.43035814,1787610.48345473,General Mental Health Resource
-118.213190056735,33.8965299674412,72001,Health and Mental Health,Mental Health Centers,SPECIALIZED FOSTER CARE-COMPTON,COMPTON,CA,1000385,90221,33.89653,-118.21319,2018/05/17 12:58:48+00,6496972.35173522,1784793.96579382,General Mental Health Resource
-118.208003056193,33.849693967352,72315,Health and Mental Health,Mental Health Centers,CRITTENTON SERVICES FOR CHILDREN AND FAMILIES,RANCHO DOMINQUEZ,CA,2006587,90221,33.849694,-118.208003,2019/11/08 11:13:20+00,6498511.20758139,1767745.94313139,General Mental Health Resource
-118.213190056735,33.8965299674412,71656,Health and Mental Health,Mental Health Centers,COMPTON MENTAL HEALTH CENTER,COMPTON,CA,1000025,90221,33.89653,-118.21319,2018/04/27 11:15:30+00,6496972.35173522,1784793.96579382,General Mental Health Resource
-118.188568156407,33.8956476672406,72388,Health and Mental Health,Mental Health Centers,"SHIELDS FOR FAMILIES, INC.",COMPTON,CA,2006910,90221,33.8956477,-118.1885681,2020/05/22 17:06:34+00,6504443.88797322,1784457.94415614,General Mental Health Resource
-118.247190056202,33.8772299668636,71921,Health and Mental Health,Mental Health Centers,THE STAR VIEW COMMUNITY SERVICES,COMPTON,CA,1000303,90220,33.87723,-118.24719,2016/05/30 18:53:23+00,6486636.9258838,1777793.88530581,General Mental Health Resource
-76.4324111442172,40.3356042130533,65743,Health and Mental Health,Mental Health Centers,Starview Community Services,Compton,CA,72056,90220,40.3356042,-76.432411,2013/12/17 14:11:18+00,17876548.7149123,6505831.26845098,General Mental Health Resource
-118.237440956513,33.86834916735,72296,Health and Mental Health,Mental Health Centers,"THE GUIDANCE CENTER, COMPTON",COMPTON,CA,2006529,90220,33.8683492,-118.2374409,2018/07/06 07:51:00+00,6489588.58106972,1774554.82124589,General Mental Health Resource
-118.159300056666,33.9628399672104,71804,Health and Mental Health,Mental Health Centers,ENKI EAST LOS ANGELES MHS-BELL GARDENS,BELL GARDENS,CA,1000177,90201,33.96284,-118.1593,2018/06/13 09:25:10+00,6513364.88292646,1808895.33064872,General Mental Health Resource
-118.174997256371,33.9679297674622,72411,Health and Mental Health,Mental Health Centers,CFGC BELL,BELL,CA,2007177,90201,33.9679298,-118.1749972,2020/05/22 17:02:53+00,6508608.16081263,1810755.53001231,General Mental Health Resource
-118.1976287569,33.9757125671561,72381,Health and Mental Health,Mental Health Centers,CFGC CORONA,BELL,CA,2006876,90201,33.9757126,-118.1976287,2018/09/14 11:38:30+00,6501751.4763633,1813600.56959781,General Mental Health Resource
-118.146553056183,33.9625719667929,72352,Health and Mental Health,Mental Health Centers,BELL GARDENS YOUTH AND FAMILY SERVICES,BELL GARDENS,CA,2006690,90201,33.962572,-118.146553,2018/07/26 14:11:18+00,6517230.08352938,1808791.91911015,General Mental Health Resource
-118.207790056623,34.0598499671553,72123,Health and Mental Health,Mental Health Centers,VIP CMHC INC-LAC/USC CHILD PSYCHIATRY,LOS ANGELES,CA,1000512,90089,34.05985,-118.20779,2016/05/30 18:53:23+00,6498733.98108597,1844226.01195572,General Mental Health Resource
-118.337650055906,34.0069899670162,72173,Health and Mental Health,Mental Health Centers,EGGLESTON YOUTH CENTER INC.,LOS ANGELES,CA,1000564,90087,34.00699,-118.33765,2018/05/18 14:14:02+00,6459336.91585138,1825096.03348348,General Mental Health Resource
-118.458450055489,34.0524499670823,72206,Health and Mental Health,Mental Health Centers,NEW DIRECTION VETS,LOS ANGELES,CA,1000598,90073,34.05245,-118.45845,2018/04/27 09:02:09+00,6422801.08013055,1841784.63986997,General Mental Health Resource
-118.458460055653,34.0524299663903,71933,Health and Mental Health,Mental Health Centers,NEW DIRECTIONS INCORPORATED,LOS ANGELES,CA,1000315,90073,34.05243,-118.45846,2018/04/25 16:06:06+00,6422798.01780072,1841777.37512073,General Mental Health Resource
-118.383492956357,34.0843908663175,72376,Health and Mental Health,Mental Health Centers,WHMET,WEST HOLLYWOOD,CA,2006790,90069,34.0843909,-118.3834929,2020/05/26 15:47:01+00,6445550.58712488,1853313.37107757,General Mental Health Resource
-118.433470056059,33.9987399664248,72199,Health and Mental Health,Mental Health Centers,NEW DIRECTION VETS OASIS FOR WOMEN,LOS ANGELES,CA,1000591,90066,33.99874,-118.43347,2018/04/27 08:59:07+00,6430283.44246238,1822205.10947531,General Mental Health Resource
-118.423840055584,34.0050399672377,71639,Health and Mental Health,Mental Health Centers,MEADOWBROOK MANOR,LOS ANGELES,CA,1000008,90066,34.00504,-118.42384,2016/05/30 18:53:23+00,6433211.99270764,1824485.34080723,General Mental Health Resource
-118.441550055368,33.9999399667755,71729,Health and Mental Health,Mental Health Centers,WESTSIDE CENTER FOR INDEPENDENT LIVING (WCIL) INC.,LOS ANGELES,CA,1000099,90066,33.99994,-118.44155,2018/04/24 17:12:02+00,6427836.28889214,1822652.46980105,General Mental Health Resource
-118.424100056294,33.9982299666899,71867,Health and Mental Health,Mental Health Centers,THE HELP GROUP-WEST OUTPATIENT,LOS ANGELES,CA,1000248,90066,33.99823,-118.4241,2019/03/26 14:27:58+00,6433122.73534022,1822007.39661615,General Mental Health Resource
-118.415078055871,34.0041636669301,72264,Health and Mental Health,Mental Health Centers,SA 5 SB82 MOBILE TRIAGE TEAM,LOS ANGELES,CA,2005940,90066,34.0041637,-118.415078,2018/04/27 09:13:55+00,6435866.26627047,1824155.35819948,General Mental Health Resource
-118.415078055871,34.0041636669301,71760,Health and Mental Health,Mental Health Centers,EDMUND D EDELMAN MENTAL HEALTH CENTER-CHILD AND FAMILY,LOS ANGELES,CA,1000132,90066,34.0041637,-118.415078,2018/06/15 15:36:46+00,6435866.26627047,1824155.35819948,General Mental Health Resource
-118.415030055748,34.0041899665283,71908,Health and Mental Health,Mental Health Centers,EMERGENCY OUTREACH BUREAU/CRISIS HOMELESS - EDELMAN,LOS ANGELES,CA,1000290,90066,34.00419,-118.41503,2018/04/25 15:49:09+00,6435880.85383973,1824164.86900723,General Mental Health Resource
-118.437390056392,34.040279966707,71646,Health and Mental Health,Mental Health Centers,EDMUND D EDELMAN-OUTPT,LOS ANGELES,CA,1000015,90064,34.04028,-118.43739,2018/06/21 14:17:55+00,6429161.05888039,1837327.35383706,General Mental Health Resource
-118.435249255698,34.0362965667918,72454,Health and Mental Health,Mental Health Centers,RANCHO PARK GR PEI PROGRAM,LOS ANGELES,CA,2007572,90064,34.0362966,-118.4352492,2019/07/31 13:57:03+00,6429803.34302889,1835874.91448472,General Mental Health Resource
-118.437439655461,34.0401448668541,72262,Health and Mental Health,Mental Health Centers,EDELMAN WELLNESS CENTER,LOS ANGELES,CA,2005927,90064,34.0401449,-118.4374396,2018/04/26 14:05:36+00,6429145.81875339,1837278.25419773,General Mental Health Resource
-118.410850055672,34.0314499667196,71766,Health and Mental Health,Mental Health Centers,VISTA DEL MAR CHILD & FAMILY SERVICE,LOS ANGELES,CA,1000138,90064,34.03145,-118.41085,2018/04/25 13:27:52+00,6437188.29118547,1834080.04405873,General Mental Health Resource
-118.309130056137,33.9938399668055,72207,Health and Mental Health,Mental Health Centers,PERSONAL INVOLVEMENT CENTER,LOS ANGELES,CA,1000599,90062,33.99384,-118.30913,2020/06/17 17:00:44+00,6467965.88087688,1820282.69271648,General Mental Health Resource
-118.309062556391,34.0151248669012,61827,Health and Mental Health,Mental Health Centers,Portals Community Connections,Los Angeles,CA,68286,90062,34.0151249,-118.3090625,2013/08/21 14:14:45+00,6468010.1580193,1828028.60274956,General Mental Health Resource
-118.309233055685,34.0151419667955,61825,Health and Mental Health,Mental Health Centers,Pacific Clinics-Portals (FSP),Los Angeles ,CA,68284,90062,34.015142,-118.309233,2013/12/18 09:55:42+00,6467958.50818822,1828034.98462656,General Mental Health Resource
-118.309164356369,34.01503896719,72051,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS PORTALS COMMUNITY CONNECTIONS,LOS ANGELES,CA,1000436,90062,34.015039,-118.3091643,2018/05/18 08:47:27+00,6467979.21188697,1827997.43712948,General Mental Health Resource
-118.338235056455,34.0071459670346,61806,Health and Mental Health,Mental Health Centers,Alafia Mental Health Institution,Los Angeles,CA,68269,90061,34.007146,-118.338235,2013/09/10 15:37:02+00,6459159.80826597,1825153.4008228,General Mental Health Resource
-118.338235056455,34.0071459670346,61805,Health and Mental Health,Mental Health Centers,Alafia Mental Health Institution,Los Angeles,CA,68269,90061,34.007146,-118.338235,2013/09/10 15:37:02+00,6459159.80826597,1825153.4008228,General Mental Health Resource
-118.264830055682,33.930406967003,61803,Health and Mental Health,Mental Health Centers,Alafia Mental Health Center,Los Angeles,CA,68263,90061,33.930407,-118.26483,2013/09/10 15:21:11+00,6481333.38202897,1797159.80326681,General Mental Health Resource
-118.284408856231,33.9148702669454,72426,Health and Mental Health,Mental Health Centers,MASADA HOMES,LOS ANGELES,CA,2007287,90061,33.9148703,-118.2844088,2019/04/12 16:25:47+00,6475378.11342771,1791521.8952513,General Mental Health Resource
-118.268974155895,33.9344842670193,72281,Health and Mental Health,Mental Health Centers,LAUSD LOCKE WELLNESS CENTER,LOS ANGELES,CA,2006140,90061,33.9344843,-118.2689741,2018/05/30 09:24:00+00,6480080.23066388,1798646.95646048,General Mental Health Resource
-118.264830055682,33.930406967003,61801,Health and Mental Health,Mental Health Centers,Alafia Mental Health Center,Los Angeles,CA,68263,90061,33.930407,-118.26483,2013/09/10 15:21:11+00,6481333.38202897,1797159.80326681,General Mental Health Resource
-118.265500056406,33.9182999674831,71642,Health and Mental Health,Mental Health Centers,AMADA ENTERPRISES INC.,LOS ANGELES,CA,1000011,90061,33.9183,-118.2655,2018/10/09 14:43:31+00,6481118.49827239,1792754.34422998,General Mental Health Resource
-118.239396756458,33.9239690672821,72415,Health and Mental Health,Mental Health Centers,EXODUS UCC AT MLK,LOS ANGELES,CA,2007195,90059,33.9239691,-118.2393967,2019/03/22 16:11:49+00,6489043.05197705,1794797.56258447,General Mental Health Resource
-118.242830056565,33.924159967116,71717,Health and Mental Health,Mental Health Centers,AUGUSTUS F. HAWKINS MENTAL HEALTH CENTER,LOS ANGELES,CA,1000086,90059,33.92416,-118.24283,2018/06/01 10:49:19+00,6488001.64001788,1794869.53356914,General Mental Health Resource
-118.240920056346,33.9257499672696,71948,Health and Mental Health,Mental Health Centers,DREW CHILD DEVELOPMENT CORPORATION,LOS ANGELES,CA,1000330,90059,33.92575,-118.24092,2016/05/30 18:53:23+00,6488582.4731738,1795446.77454065,General Mental Health Resource
-118.239396756458,33.9239690672821,72416,Health and Mental Health,Mental Health Centers,EXODUS MLK ICC CTT,LOS ANGELES,CA,2007198,90059,33.9239691,-118.2393967,2019/03/22 16:11:03+00,6489043.05197705,1794797.56258447,General Mental Health Resource
-118.242337756192,33.9240213667378,72309,Health and Mental Health,Mental Health Centers,"SA 6, EMERGENCY OUTREACH BUREAU/CRISIS HOMELESS",LOS ANGELES,CA,2006565,90059,33.9240214,-118.2423377,2018/07/18 10:05:29+00,6488150.87003438,1794818.7334739,General Mental Health Resource
-118.242337756192,33.9240213667378,72310,Health and Mental Health,Mental Health Centers,"BARRY J. NIDORF, JUVENILE HALL, MH UNIT - LOS ANGELES",LOS ANGELES,CA,2006567,90059,33.9240214,-118.2423377,2018/07/18 10:30:53+00,6488150.87003438,1794818.7334739,General Mental Health Resource
-118.244920056248,33.9238899667994,72161,Health and Mental Health,Mental Health Centers,DMH/DHS COLLABORATION - MLK MACC,LOS ANGELES,CA,1000552,90059,33.92389,-118.24492,2018/05/18 13:40:29+00,6487367.34699513,1794772.81296206,General Mental Health Resource
-118.242582555716,33.9243746669643,61792,Health and Mental Health,Mental Health Centers,Augustus F. Hawkins Mental Health Center,Los Angeles,CA,68253,90059,33.9243747,-118.2425825,2013/08/21 11:15:59+00,6488076.91414556,1794947.48616914,General Mental Health Resource
-118.242830056565,33.924159967116,71988,Health and Mental Health,Mental Health Centers,HOMELESS OUTREACH - SOUTH,LOS ANGELES,CA,1000370,90059,33.92416,-118.24283,2016/05/30 18:53:23+00,6488001.64001788,1794869.53356914,General Mental Health Resource
-118.239300055711,33.9235599673039,71980,Health and Mental Health,Mental Health Centers,SHIELDS FOR FAMILIES,LOS ANGELES,CA,1000362,90059,33.92356,-118.2393,2018/05/17 12:32:28+00,6489072.03420256,1794648.61242306,General Mental Health Resource
-118.242830056565,33.924159967116,71967,Health and Mental Health,Mental Health Centers,AFH - CRISIS RESOLUTION SERVICES,LOS ANGELES,CA,1000349,90059,33.92416,-118.24283,2018/05/17 12:27:18+00,6488001.64001788,1794869.53356914,General Mental Health Resource
-118.242040756046,33.9249168673962,72270,Health and Mental Health,Mental Health Centers,MLK MEDICAL HUB,LOS ANGELES,CA,2006016,90059,33.9249169,-118.2420407,2018/05/18 15:40:41+00,6488241.75731981,1795144.40834747,General Mental Health Resource
-118.239300055711,33.9235599673039,72194,Health and Mental Health,Mental Health Centers,EXODUS URGENT CARE CENTER (UCC) - 24 HOUR PSYCHIATRIC CRISIS CENTER,LOS ANGELES,CA,1000586,90059,33.92356,-118.2393,2018/05/18 15:05:15+00,6489072.03420256,1794648.61242306,General Mental Health Resource
-118.239300055711,33.9235599673039,72208,Health and Mental Health,Mental Health Centers,EXODUS RECOVERY INC. MLK-ICC,LOS ANGELES,CA,1000600,90059,33.92356,-118.2393,2018/05/18 15:16:32+00,6489072.03420256,1794648.61242306,General Mental Health Resource
-118.254626655991,33.9245307671746,72479,Health and Mental Health,Mental Health Centers,EXODUS CENTRAL FSP,LOS ANGELES,CA,2008076,90059,33.9245308,-118.2546266,2020/01/17 16:16:19+00,6484423.18916956,1795013.33118181,General Mental Health Resource
-118.254390056418,33.9247099672516,72111,Health and Mental Health,Mental Health Centers,EXODUS WELLNESS CENTER,LOS ANGELES,CA,1000499,90059,33.92471,-118.25439,2018/05/18 11:02:01+00,6484495.13226713,1795078.36418822,General Mental Health Resource
-118.230870356615,34.0047214669569,72289,Health and Mental Health,Mental Health Centers,SOUTHEAST REGION MET,VERNON,CA,2006490,90058,34.0047215,-118.2308703,2018/06/28 09:28:53+00,6491697.25139305,1824178.9637953,General Mental Health Resource
-118.278600055955,34.055059966983,71745,Health and Mental Health,Mental Health Centers,SPECIAL SERVICES FOR GROUPS (SSG),LOS ANGELES,CA,1000116,90057,34.05506,-118.2786,2018/03/28 14:33:03+00,6477281.95410822,1842534.73417032,General Mental Health Resource
-118.280810055787,34.0600199669442,72043,Health and Mental Health,Mental Health Centers,PC PORTALS WILSHIRE,LOS ANGELES,CA,1000427,90057,34.06002,-118.28081,2016/05/30 18:53:23+00,6476617.58601439,1844341.62983473,General Mental Health Resource
-118.282125156566,34.0636001671385,71758,Health and Mental Health,Mental Health Centers,SSG - ASIAN PACIFIC COUNSELING & TREATMENT CENTER,LOS ANGELES,CA,1000130,90057,34.0636002,-118.2821251,2019/02/13 10:26:46+00,6476222.92144939,1845645.64395897,General Mental Health Resource
-118.276826755987,34.064842766846,72361,Health and Mental Health,Mental Health Centers,GATEWAYS HOMELESS SERVICES,LOS ANGELES,CA,2006710,90057,34.0648428,-118.2768267,2018/07/27 08:54:12+00,6477828.89264689,1846093.3865018,General Mental Health Resource
-118.283760056677,34.0607299668965,71849,Health and Mental Health,Mental Health Centers,DIDI HIRSCH-METRO CENTER,LOS ANGELES,CA,1000228,90057,34.06073,-118.28376,2020/06/05 12:05:49+00,6475724.81089705,1844602.52071714,General Mental Health Resource
-118.282160056549,34.0590199668309,71805,Health and Mental Health,Mental Health Centers,ENKI - PICO UNION,LOS ANGELES,CA,1000178,90057,34.05902,-118.28216,2016/05/30 18:53:23+00,6476207.67246413,1843978.85693823,General Mental Health Resource
-118.282410056372,34.0637599666874,72056,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS-APCTC LA,LOS ANGELES,CA,1000442,90057,34.06376,-118.28241,2016/05/30 18:53:23+00,6476136.79727781,1845704.04016764,General Mental Health Resource
-118.366200055774,33.989339966811,72005,Health and Mental Health,Mental Health Centers,SPECIALIZED FOSTER CARE - WATERIDGE,LOS ANGELES,CA,1000389,90056,33.98934,-118.3662,2018/05/17 13:14:58+00,6450660.74914864,1818703.17258155,General Mental Health Resource
-118.309062556391,34.0151248669012,65756,Health and Mental Health,Mental Health Centers,Pacific Clinics/Portals,Los Angeles,CA,72076,90052,34.0151249,-118.3090625,2013/09/11 08:46:40+00,6468010.1580193,1828028.60274956,General Mental Health Resource
-118.373380056032,34.0762199672086,71768,Health and Mental Health,Mental Health Centers,THE SABAN FREE CLINIC,LOS ANGELES,CA,1000140,90048,34.07622,-118.37338,2018/03/28 15:28:26+00,6448601.6633718,1850328.31766447,General Mental Health Resource
-118.309030055575,33.9285799666562,72106,Health and Mental Health,Mental Health Centers,SHIELDS FOR FAMILIES,LOS ANGELES,CA,1000494,90047,33.92858,-118.30903,2018/05/18 10:58:18+00,6467923.17886256,1796533.19362764,General Mental Health Resource
-118.310258556201,33.9284595670428,72103,Health and Mental Health,Mental Health Centers,SHIELDS FOR FAMILIES,LOS ANGELES,CA,1000491,90047,33.9284596,-118.3102585,2019/05/24 08:19:31+00,6467550.36760031,1796490.52573398,General Mental Health Resource
-118.310770856254,33.9306310674136,72382,Health and Mental Health,Mental Health Centers,CALIFORNIA BEHAVIORAL HEALTH CLINIC- VERMONT CORRIDOR,LOS ANGELES,CA,2006881,90047,33.9306311,-118.3107708,2018/10/02 07:48:33+00,6467397.40005846,1797281.25971681,General Mental Health Resource
-118.345350056117,34.1037599664752,71923,Health and Mental Health,Mental Health Centers,AVIVA FAMILY AND CHILDREN'S SERVICES,HOLLYWOOD,CA,1000305,90046,34.10376,-118.34535,2017/07/07 14:09:12+00,6457124.2368778,1860320.23764123,General Mental Health Resource
-118.345465556286,34.1036029667482,72254,Health and Mental Health,Mental Health Centers,HAMBURGER HOME - AVIVA FAMILY AND CHILDREN'S SERVICES,HOLLYWOOD,CA,2005864,90046,34.103603,-118.3454655,2020/05/26 16:01:21+00,6457089.07585889,1860263.22299148,General Mental Health Resource
-118.35004005566,34.101679966546,71779,Health and Mental Health,Mental Health Centers,AVIVA FAMILY AND CHILDREN'S SERVICES,LOS ANGELES,CA,1000151,90046,34.10168,-118.35004,2018/03/28 15:54:57+00,6455701.8263368,1859568.20239989,General Mental Health Resource
-118.396440056167,33.9548899671247,71792,Health and Mental Health,Mental Health Centers,HOMES FOR LIFE FOUNDATION,LOS ANGELES,CA,1000164,90045,33.95489,-118.39644,2017/07/06 09:49:39+00,6441444.41915613,1806200.95972514,General Mental Health Resource
-118.397232356018,33.9483284673936,72349,Health and Mental Health,Mental Health Centers,LAWMET,LOS ANGELES,CA,2006682,90045,33.9483285,-118.3972323,2018/07/26 10:58:57+00,6441194.70804138,1803814.05439398,General Mental Health Resource
-118.39173005564,33.9593299666986,72053,Health and Mental Health,Mental Health Centers,PACIFIC CLINICS - PAC LA,LOS ANGELES,CA,1000438,90045,33.95933,-118.39173,2016/05/30 18:53:23+00,6442879.08164114,1807811.15926065,General Mental Health Resource
-118.39173005564,33.9593299666986,71813,Health and Mental Health,Mental Health Centers,PACIFIC ASIAN COUNSELING SERVICES,LOS ANGELES,CA,1000188,90045,33.95933,-118.39173,2018/04/25 13:46:58+00,6442879.08164114,1807811.15926065,General Mental Health Resource
